,Date,PortfolioValue,CashAlloc,BTCAlloc,BTCPrice,BTCSignal,SPYAlloc,SPYPrice,SPYSignal,TLTAlloc,TLTPrice,TLTSignal,merge_date,Returns,CumMax,Drawdown,InDrawdown,DrawdownStart,BTCEntry,BTCSold,BTCRealizedPnl,SPYEntry,SPYSold,SPYRealizedPnl,TLTEntry,TLTSold,TLTRealizedPnl,BTCProfitPerTrade,SPYProfitPerTrade,TLTProfitPerTrade,BTCTraded,SPYTraded,TLTTraded
0,2025-03-01 00:00:00,1000000.0,1000000.0,0.0,83619.56,0.0,0.0,585.93,0.0,0.0,91.915,0.0,2025-03-01,,1000000.0,0.0,False,False,,,,,,,,,,,,,1,1,1
1,2025-03-01 00:00:00,1000000.0,1000000.0,0.0,83619.56,0.0,0.0,585.93,0.0,0.0,91.915,0.0,2025-03-01,0.0,1000000.0,0.0,False,False,,0.0,,,0.0,,,0.0,,,,,0,0,0
2,2025-03-01 00:30:00,999755.0,510000.0,5.804966725049595,84368.27,0.5,0.0,587.35,0.0,0.0,91.55,0.0,2025-03-01,-0.00024500000000005073,1000000.0,-0.000245,True,True,84368.27,0.0,0.0,,0.0,,,0.0,,0.0,,,1,0,0
3,2025-03-01 01:00:00,998733.500005393,510000.0,5.804966725049595,84192.3,0.0,0.0,587.12,0.0,0.0,91.77,0.0,2025-03-01,-0.0010217503234362102,1000000.0,-0.0012664999946069438,True,False,84280.285,0.0,-0.0,,0.0,,,0.0,,-0.0,,,0,0,0
4,2025-03-01 01:30:00,995177.1817060243,264987.3350000539,8.73424786286024,83600.77,0.5,0.0,583.45,0.0,0.0,91.79,0.0,2025-03-01,-0.0035608280881230803,1000000.0,-0.004822818293975666,True,False,83836.94589149031,0.0,-0.0,,0.0,,,0.0,,-0.0,,,1,0,0
5,2025-03-01 02:00:00,996928.354532205,142445.4393170872,10.195686097067233,83808.28,0.5,0.0,584.69,0.0,0.0,91.67,0.0,2025-03-01,0.0017596593434534569,1000000.0,-0.003071645467794966,True,False,83712.5351454295,0.0,0.0,,0.0,,,0.0,,0.0,,,1,0,0
6,2025-03-01 02:30:00,1003431.9391200369,81192.00320386565,10.920652566777115,84449.16,0.5,0.0,583.54,0.0,0.0,92.05,0.0,2025-03-01,0.006523622844375465,1003431.9391200369,0.0,False,False,84139.72135109843,0.0,0.0,,0.0,,,0.0,,0.0,,,1,0,0
7,2025-03-01 03:00:00,1003527.7213155357,50630.320993133195,11.282322513361194,84459.33,0.5,0.0,585.612,0.0,0.0,91.844,-0.7,2025-03-01,9.545460111914927e-05,1003527.7213155357,0.0,False,False,84454.32783086711,0.0,0.0,,0.0,,,0.0,,0.0,,,1,0,0
8,2025-03-01 03:30:00,1003109.6304808578,35350.437709721955,11.463224073206822,84422.95,0.5,0.0,588.03,0.0,0.0,91.895,0.0,2025-03-01,-0.0004166211115023133,1003527.7213155357,-0.0004166211115023688,True,True,84440.99532994947,0.0,-0.0,,0.0,,,0.0,,-0.0,,,1,0,0
9,2025-03-01 04:00:00,996993.3880792675,27706.315159669553,11.554299589706606,83889.73,0.5,0.0,589.645,0.0,0.0,91.9,0.0,2025-03-01,-0.006097282107299096,1003527.7213155357,-0.006511362962352774,True,False,84155.28508011333,0.0,-0.0,,0.0,,,0.0,,-0.0,,,1,0,0
10,2025-03-01 04:30:00,1000277.0270987469,23823.091460627453,11.600409765500517,84174.09,0.5,0.0,593.83,0.0,0.0,92.43,0.0,2025-03-01,0.003293541420375412,1003527.7213155357,-0.0032392669855970608,True,False,84032.1931365617,0.0,0.0,,0.0,,,0.0,,0.0,,,1,0,0
11,2025-03-01 05:00:00,1000756.4970769873,16912.93086580746,11.682421835391063,84215.72,0.5,0.0,0.0,,0.0,0.0,,2025-03-01,0.00047933718884962673,1003527.7213155357,-0.002761482497878184,True,False,84194.97831931374,0.0,0.0,,0.0,,,0.0,,0.0,,,1,0,0
12,2025-03-01 05:30:00,1000647.9933999381,13460.247918288667,11.723403865608239,84206.58,0.5,0.0,0.0,,0.0,0.0,,2025-03-01,-0.0001084216563830287,1003527.7213155357,-0.0028696047497547414,True,False,84211.14199823666,0.0,-0.0,,0.0,,,0.0,,-0.0,,,1,0,0
13,2025-03-01 06:00:00,999816.1750919477,11733.363926144024,11.743918588254495,84135.7,0.5,0.0,0.0,,0.0,0.0,,2025-03-01,-0.0008312796442674353,1003527.7213155357,-0.00369849895000663,True,False,84171.10901897213,0.0,-0.0,,0.0,,,0.0,,-0.0,,,1,0,0
14,2025-03-01 06:30:00,999592.9231995849,11733.363926144024,11.743918588254495,84116.69,0.0,0.0,0.0,,0.0,0.0,,2025-03-01,-0.00022329293916678594,1003527.7213155357,-0.00392096604047231,True,False,84126.195,0.0,-0.0,,0.0,,,0.0,,-0.0,,,0,0,0
15,2025-03-01 07:00:00,999714.0030002298,11733.363926144024,11.743918588254495,84127.0,0.0,0.0,0.0,,0.0,0.0,,2025-03-01,0.00012112910949513278,1003527.7213155357,-0.003800311874101934,True,False,84121.845,0.0,0.0,,0.0,,,0.0,,0.0,,,0,0,0
16,2025-03-01 07:30:00,1001891.2080673063,11733.363926144024,11.743918588254495,84312.39,0.0,0.0,0.0,,0.0,0.0,,2025-03-01,0.002177827919327413,1003527.7213155357,-0.0016307603800760739,True,False,84219.69499999999,0.0,0.0,,0.0,,,0.0,,0.0,,,0,0,0
17,2025-03-01 08:00:00,1001087.4542791261,11733.363926144024,11.743918588254495,84243.95,0.0,0.0,0.0,,0.0,0.0,,2025-03-01,-0.0008022365918657348,1003527.7213155357,-0.0024316887162923705,True,False,84278.17,0.0,-0.0,,0.0,,,0.0,,-0.0,,,0,0,0
18,2025-03-01 08:30:00,996255.0666584313,11733.363926144024,11.743918588254495,83832.47,0.0,0.0,0.0,,0.0,0.0,,2025-03-01,-0.004827138328463598,1003527.7213155357,-0.007247088946950661,True,False,84038.21,0.0,-0.0,,0.0,,,0.0,,-0.0,,,0,0,0
19,2025-03-01 09:00:00,997397.5150586966,11733.363926144024,11.743918588254495,83929.75,0.0,0.0,0.0,,0.0,0.0,,2025-03-01,0.0011467428758955567,1003527.7213155357,-0.006108656618676106,True,False,83881.11,0.0,0.0,,0.0,,,0.0,,0.0,,,0,0,0
20,2025-03-01 09:30:00,1005345.5642808555,11733.363926144024,11.743918588254495,84606.53,0.0,0.0,0.0,,0.0,0.0,,2025-03-01,0.007968787872597805,1005345.5642808555,0.0,False,False,84268.13999999998,0.0,0.0,,0.0,,,0.0,,0.0,,,0,0,0
21,2025-03-01 10:00:00,1010452.7595965157,11733.363926144024,11.743918588254495,85041.41,0.0,0.0,0.0,,0.0,0.0,,2025-03-01,0.005080039637230138,1010452.7595965157,0.0,False,False,84823.97,0.0,0.0,,0.0,,,0.0,,0.0,,,0,0,0
22,2025-03-01 10:30:00,1012490.3294715779,11733.363926144024,11.743918588254495,85214.91,0.0,0.0,0.0,,0.0,0.0,,2025-03-01,0.0020164919692791106,1012490.3294715779,0.0,False,False,85128.16,0.0,0.0,,0.0,,,0.0,,0.0,,,0,0,0
23,2025-03-01 11:00:00,1009802.3813850981,11733.363926144024,11.743918588254495,84986.03,0.0,0.0,0.0,,0.0,0.0,,2025-03-01,-0.0026547888984604917,1012490.3294715779,-0.002654788898460536,True,True,85100.47,0.0,-0.0,,0.0,,,0.0,,-0.0,,,0,0,0
24,2025-03-01 11:30:00,1013404.1237769299,11733.363926144024,11.743918588254495,85292.72,0.0,0.0,0.0,,0.0,0.0,,2025-03-01,0.0035667794592557645,1013404.1237769299,0.0,False,False,85139.375,0.0,0.0,,0.0,,,0.0,,0.0,,,0,0,0
25,2025-03-01 12:00:00,1020941.6172610826,516211.3080163022,5.871959294127247,85956.03,-0.5,0.0,0.0,,0.0,0.0,,2025-03-01,0.0074377963413654324,1020941.6172610826,0.0,False,False,85513.82333333333,5.871959294127247,2596.6195462583537,,0.0,,,0.0,,2596.6195462583537,,,1,0,0
26,2025-03-01 12:30:00,1022106.9427707182,769095.872625974,2.9359796470636237,86176.03,-0.5,0.0,0.0,,0.0,0.0,,2025-03-01,0.0011414222810917085,1022106.9427707182,0.0,False,False,86029.36333333333,2.9359796470636237,430.6103482360124,,0.0,,,0.0,,430.6103482360124,,,1,0,0
27,2025-03-01 13:00:00,1020962.3161524727,894997.603210988,1.4679898235318118,85807.62,-0.5,0.0,0.0,,0.0,0.0,,2025-03-01,-0.0011198697223820941,1022106.9427707182,-0.0011198697223821382,True,True,86053.22666666667,1.4679898235318118,-360.54808725824705,,0.0,,,0.0,,-360.54808725824705,,,1,0,0
28,2025-03-01 13:30:00,1020410.4691296081,452603.6131862564,6.634623341198874,85582.38,0.5,0.0,0.0,,0.0,0.0,,2025-03-01,-0.0005405165441798587,1022106.9427707182,-0.0016597809584497421,True,False,85623.1878259606,0.0,-0.0,,0.0,,,0.0,,-0.0,,,1,0,0
29,2025-03-01 14:00:00,1018098.1694967074,231403.85893877622,9.228028383611589,85250.53,0.5,0.0,0.0,,0.0,0.0,,2025-03-01,-0.002266048519546371,1022106.9427707182,-0.003922068333812425,True,False,85389.32771137718,0.0,-0.0,,0.0,,,0.0,,-0.0,,,1,0,0
30,2025-03-01 14:30:00,1016120.2338929642,231403.85893877622,9.228028383611589,85036.19,0.0,0.0,0.0,,0.0,0.0,,2025-03-01,-0.0019427749336990985,1022106.9427707182,-0.005857223571464384,True,False,85143.36,0.0,-0.0,,0.0,,,0.0,,-0.0,,,0,0,0
31,2025-03-01 15:00:00,1015561.753615188,231403.85893877622,9.228028383611589,84975.67,0.0,0.0,0.0,,0.0,0.0,,2025-03-01,-0.000549620270464013,1022106.9427707182,-0.006403624593124924,True,False,85005.93000000001,0.0,-0.0,,0.0,,,0.0,,-0.0,,,0,0,0
32,2025-03-01 15:30:00,1013159.7901072177,231403.85893877622,9.228028383611589,84715.38,0.0,0.0,0.0,,0.0,0.0,,2025-03-01,-0.002365157509545579,1022106.9427707182,-0.008753636521875737,True,False,84845.525,0.0,-0.0,,0.0,,,0.0,,-0.0,,,0,0,0
33,2025-03-01 16:00:00,1017448.1471773658,231403.85893877622,9.228028383611589,85180.09,0.0,0.0,0.0,,0.0,0.0,,2025-03-01,0.00423265620292157,1022106.9427707182,-0.004558031452876531,True,False,84947.735,0.0,0.0,,0.0,,,0.0,,0.0,,,0,0,0
34,2025-03-01 16:30:00,1018222.3665085431,624714.7358159865,4.614014191805794,85285.31,-0.5,0.0,0.0,,0.0,0.0,,2025-03-01,0.0007609422979688585,1022106.9427707182,-0.00380055755383564,True,False,85215.16333333332,4.614014191805794,323.6577155079412,,0.0,,,0.0,,323.6577155079412,,,1,0,0
35,2025-03-01 17:00:00,1018818.6864205217,821717.4358056004,2.307007095902897,85435.91,-0.5,0.0,0.0,,0.0,0.0,,2025-03-01,0.0005856480191290814,1022106.9427707182,-0.0032171353237096436,True,False,85335.51,2.307007095902897,231.62351242867103,,0.0,,,0.0,,231.62351242867103,,,1,0,0
36,2025-03-01 17:30:00,1018598.504619368,920133.3539248105,1.1535035479514486,85361.81,-0.5,0.0,0.0,,0.0,0.0,,2025-03-01,-0.00021611480441852127,1022106.9427707182,-0.003432554857556884,True,False,85411.20999999999,1.1535035479514486,-56.98307526879485,,0.0,,,0.0,,-56.98307526879485,,,1,0,0
37,2025-03-01 18:00:00,1018478.2637296268,969293.5126394461,0.5767517739757243,85278.89,-0.5,0.0,0.0,,0.0,0.0,,2025-03-01,-0.00011804542142557217,1022106.9427707182,-0.0035501950815977033,True,False,85334.16999999998,0.5767517739757243,-31.882838065368976,,0.0,,,0.0,,-31.882838065368976,,,1,0,0
38,2025-03-01 18:30:00,1018227.782480216,993754.5292465226,0.28837588698786215,84865.81,-0.5,0.0,0.0,,0.0,0.0,,2025-03-01,-0.0002459367650061717,1022106.9427707182,-0.0037952587231103742,True,False,85141.19666666666,0.28837588698786215,-79.41487426462827,,0.0,,,0.0,,-79.41487426462827,,,1,0,0
39,2025-03-01 19:00:00,1018102.5840888802,993754.5292465226,0.28837588698786215,84431.66,0.0,0.0,0.0,,0.0,0.0,,2025-03-01,-0.00012295715505894478,1022106.9427707182,-0.0039177492239540505,True,False,84648.735,0.0,-0.0,,0.0,,,0.0,,-0.0,,,0,0,0
